Id,LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
235,70.04995836802665,7851,6,2002,2002,103.68526170798899,625,860,860,1100,1960,2,1,8,2,2002.0,2,440,288,48,216500
236,21.0,1680,6,1971,1971,604.0,358,483,483,504,987,1,1,5,0,1971.0,1,264,0,0,89500
237,65.0,8773,7,2004,2004,98.0,24,1414,1414,0,1414,2,0,6,0,2004.0,2,494,132,105,185500
238,70.04995836802665,9453,7,1993,2003,0.0,402,996,1014,730,1744,2,1,7,0,1993.0,2,457,370,70,194500
239,93.0,12030,8,2007,2007,254.0,0,1694,1694,0,1694,2,0,7,0,2007.0,3,818,168,228,318000
240,52.0,8741,6,1945,1950,0.0,94,735,798,689,1487,1,1,7,1,1949.0,1,220,0,140,113000
241,75.0,9000,8,2008,2008,36.0,1078,1566,1566,0,1566,2,0,7,0,2008.0,2,750,144,168,262500
242,40.0,3880,5,1945,1997,0.0,329,686,866,0,866,1,0,4,0,1978.5061638868744,0,0,58,42,110500
243,63.0,5000,5,1900,1950,0.0,0,540,889,551,1440,1,0,6,0,1940.0,1,352,0,0,79000
244,75.0,10762,6,1980,1980,0.0,0,626,626,591,1217,1,1,6,1,1980.0,1,288,0,28,120000
245,70.04995836802665,8880,7,1994,2002,0.0,695,948,1222,888,2110,2,1,8,2,1994.0,2,463,0,130,205000
246,80.0,10400,7,1988,1988,102.0,929,1845,1872,0,1872,2,0,6,1,1988.0,2,604,197,39,241500
247,69.0,9142,6,1910,1950,0.0,0,1020,908,1020,1928,2,0,9,0,1910.0,1,440,0,60,137000
248,75.0,11310,6,1954,1954,0.0,0,1367,1375,0,1375,1,0,5,1,1954.0,2,451,0,30,140000
249,72.0,11317,7,2003,2003,101.0,0,840,840,828,1668,2,1,8,0,2003.0,2,500,144,68,180000
250,70.04995836802665,159000,6,1958,2006,472.0,697,1444,1444,700,2144,2,0,7,2,1958.0,2,389,0,98,277000
251,55.0,5350,3,1940,1966,0.0,0,728,1306,0,1306,1,0,6,0,1978.5061638868744,0,0,263,0,76500
252,44.0,4750,8,2006,2007,481.0,1573,1573,1625,0,1625,2,0,5,1,2006.0,2,538,123,0,235000
253,65.0,8366,6,2004,2004,0.0,0,798,798,842,1640,2,1,6,0,2004.0,2,520,138,45,173000
254,85.0,9350,6,1964,1991,108.0,270,1302,1302,0,1302,2,0,7,0,1964.0,1,309,333,0,158000
255,70.0,8400,5,1957,1957,0.0,922,1314,1314,0,1314,1,0,5,0,1957.0,1,294,250,0,145000
256,66.0,8738,7,1999,1999,302.0,0,975,1005,1286,2291,2,1,8,1,1999.0,2,429,192,0,230000
257,64.0,8791,6,2003,2003,0.0,503,864,864,864,1728,2,1,7,0,2003.0,2,673,216,56,207500
258,68.0,8814,7,2006,2006,180.0,1334,1604,1604,0,1604,2,1,8,1,2006.0,2,660,123,110,220000
259,80.0,12435,7,2001,2001,172.0,361,963,963,829,1792,2,1,7,1,2001.0,2,564,0,96,231500
260,70.0,12702,5,1956,1956,0.0,0,0,882,0,882,1,0,4,0,1956.0,1,308,0,45,97000
261,120.0,19296,6,1962,1962,399.0,672,1362,1382,0,1382,1,0,6,1,1991.0,2,884,0,0,176000
262,69.0,9588,8,2007,2007,270.0,0,1482,1482,1092,2574,2,1,10,1,2007.0,3,868,0,148,276000
263,88.0,8471,6,1977,1995,46.0,506,506,1212,0,1212,1,0,6,1,1978.0,2,492,292,12,151000
264,50.0,5500,5,1929,2001,0.0,234,926,926,0,1316,1,0,6,0,1974.0,2,484,0,0,130000
265,30.0,5232,5,1925,2004,0.0,0,680,764,0,764,1,0,4,0,1965.0,2,504,0,0,73000
266,78.0,12090,6,1981,1981,210.0,588,1422,1422,0,1422,2,0,7,1,1981.0,2,576,276,0,175500
267,70.0,11207,6,1997,1997,0.0,714,802,802,709,1511,2,1,8,1,1997.0,2,413,95,75,185000
268,60.0,8400,5,1939,1997,0.0,378,720,1052,720,2192,2,1,8,1,1939.0,1,240,262,24,179500
269,71.0,6900,5,1940,1955,0.0,403,740,778,0,778,1,0,4,1,1966.0,1,924,0,25,120500
270,70.04995836802665,7917,6,1976,1976,174.0,751,1143,1113,0,1113,1,1,6,1,1987.0,1,504,370,30,148000
271,84.0,10728,8,2006,2006,0.0,0,1095,1095,844,1939,2,1,8,1,2006.0,3,1053,192,51,266000
272,73.0,39104,7,1954,2005,0.0,226,1385,1363,0,1363,1,0,5,2,1954.0,2,439,81,0,241500
273,92.0,11764,8,1999,2007,348.0,524,1152,1164,1106,2270,2,1,9,1,1999.0,3,671,132,57,290000
274,80.0,9600,6,1958,1988,183.0,620,1240,1632,0,1632,2,0,6,1,1958.0,1,338,289,0,139000
275,76.0,8314,5,1982,1982,0.0,546,816,816,0,816,1,0,5,0,1982.0,1,264,168,0,124500
276,55.0,7264,7,1925,2007,0.0,0,952,952,596,1548,2,1,5,0,1978.0,2,672,74,0,205000
277,129.0,9196,7,2003,2003,0.0,0,1560,1560,0,1560,2,0,7,0,2003.0,2,573,100,150,201000
278,140.0,19138,4,1951,1951,0.0,120,864,864,0,864,1,0,4,0,1951.0,2,400,0,0,141000
279,107.0,14450,9,2006,2007,315.0,0,2121,2121,0,2121,2,1,8,1,2007.0,3,732,124,98,415298
280,83.0,10005,7,1977,1977,299.0,392,1160,1156,866,2022,2,1,8,1,1977.0,2,505,288,117,192000
281,82.0,11287,7,1989,1989,340.0,421,807,1175,807,1982,2,1,7,1,1989.0,2,575,0,84,228500
282,60.0,7200,6,2006,2006,68.0,905,1262,1262,0,1262,2,0,5,0,2006.0,2,572,0,120,185000
283,34.0,5063,7,2007,2008,166.0,904,1314,1314,0,1314,2,0,6,1,2008.0,2,626,172,62,207500
284,74.0,9612,8,2008,2009,72.0,0,1468,1468,0,1468,2,0,6,1,2008.0,3,898,210,150,244600
285,50.0,8012,6,1992,1992,0.0,430,1575,1575,0,1575,2,0,5,0,1992.0,2,529,0,0,179200
286,35.0,4251,7,2006,2007,0.0,0,625,625,625,1250,2,1,5,0,2006.0,2,528,0,54,164700
287,77.0,9786,6,1962,1981,0.0,600,912,1085,649,1734,1,1,7,1,1962.0,2,440,0,0,159000
288,70.04995836802665,8125,4,1971,1971,0.0,614,858,858,0,858,1,0,5,0,1978.5061638868744,0,0,0,0,88000
289,70.04995836802665,9819,5,1967,1967,31.0,450,882,900,0,900,1,0,5,0,1970.0,1,280,0,0,122000
290,60.0,8730,6,1915,2003,0.0,0,698,698,698,1396,1,0,7,0,2003.0,1,384,0,0,153575
291,120.0,15611,8,2006,2006,0.0,0,1079,1079,840,1919,2,1,8,1,2006.0,2,685,0,51,233230
292,55.0,5687,5,1912,2000,0.0,210,780,936,780,1716,2,0,9,0,1978.5061638868744,0,0,0,184,135900
293,60.0,11409,5,1949,2008,0.0,292,768,1148,568,1716,1,1,8,1,1949.0,1,281,0,0,131000
294,70.04995836802665,16659,7,1977,1994,34.0,795,795,1468,795,2263,2,1,9,1,1977.0,2,539,0,250,235000
295,80.0,9600,6,1953,1953,238.0,1285,1416,1644,0,1644,1,0,7,2,1953.0,2,418,110,0,167000
296,37.0,7937,6,1984,1984,0.0,819,1003,1003,0,1003,1,0,6,0,1984.0,2,588,120,0,142500
297,75.0,13710,5,1950,1950,0.0,420,910,910,648,1558,1,1,6,0,1950.0,1,282,289,0,152000
298,66.0,7399,7,1997,1998,1600.0,649,975,975,975,1950,2,1,7,1,1997.0,2,576,0,10,239000
299,90.0,11700,6,1968,1968,365.0,384,702,1041,702,1743,1,2,7,1,1968.0,2,539,224,0,175000
300,80.0,14000,6,1950,2004,0.0,0,1092,1152,0,1152,1,0,6,1,1950.0,1,300,0,36,158500
301,90.0,15750,5,1953,1953,56.0,841,1165,1336,0,1336,1,0,5,2,1953.0,1,375,0,0,157000
302,66.0,16226,8,1998,1999,0.0,281,1028,1210,1242,2452,2,1,9,1,1998.0,2,683,208,50,267000
303,118.0,13704,7,2001,2002,150.0,0,1541,1541,0,1541,2,0,6,1,2001.0,3,843,468,81,205000
304,70.0,9800,5,1972,1972,0.0,894,894,894,0,894,1,0,5,0,1975.0,2,552,256,0,149900
305,87.0,18386,7,1880,2002,0.0,0,1470,1675,1818,3493,3,0,10,1,2003.0,3,870,302,0,295000
306,80.0,10386,8,2004,2005,246.0,1464,2000,2000,0,2000,2,0,8,0,2004.0,3,888,168,0,305900
307,116.0,13474,7,1990,1991,246.0,700,700,1122,1121,2243,2,1,8,1,1990.0,3,746,127,44,225000
308,70.04995836802665,7920,6,1920,1950,0.0,0,319,1035,371,1406,1,0,6,0,1978.5061638868744,0,0,0,144,89500
309,70.04995836802665,12342,4,1940,1950,0.0,262,861,861,0,861,1,0,4,0,1961.0,2,539,158,0,82500
310,90.0,12378,9,2003,2004,0.0,1274,1896,1944,0,1944,2,0,8,3,2003.0,3,708,208,175,360000
311,70.04995836802665,7685,6,1993,1994,112.0,518,697,697,804,1501,2,1,6,1,1993.0,2,420,190,63,165600
312,50.0,8000,6,1948,2002,0.0,680,972,972,0,972,1,0,5,1,1948.0,1,240,0,0,132000
313,65.0,7800,5,1939,1950,0.0,507,793,793,325,1118,1,0,5,1,1939.0,2,410,0,0,119900
314,150.0,215245,7,1965,1965,0.0,1236,2136,2036,0,2036,2,0,8,2,1965.0,2,513,0,0,375000
315,60.0,9600,7,1925,1990,0.0,16,728,832,809,1641,1,1,6,1,1925.0,2,546,0,0,178000
316,71.0,7795,7,2004,2005,0.0,425,716,716,716,1432,2,1,6,1,2004.0,2,432,100,51,188500
317,94.0,13005,7,1980,1980,278.0,692,845,1153,1200,2353,2,1,10,1,1983.0,2,484,288,195,260000
318,75.0,9000,8,2006,2006,0.0,0,1088,1088,871,1959,2,1,8,1,2006.0,3,1025,208,46,270000
319,90.0,9900,7,1993,1993,256.0,987,1347,1372,1274,2646,2,1,9,1,1993.0,3,656,340,60,260000
320,70.04995836802665,14115,7,1980,1980,225.0,1036,1372,1472,0,1472,2,0,6,2,1980.0,2,588,233,48,187500
321,111.0,16259,9,2006,2006,370.0,0,1249,1249,1347,2596,3,1,9,0,2006.0,3,840,240,154,342643
322,99.0,12099,8,2004,2004,388.0,970,1136,1136,1332,2468,2,1,10,1,2004.0,3,872,184,154,354000
323,86.0,10380,7,1986,1987,172.0,28,1502,1553,1177,2730,2,1,8,1,1987.0,2,576,201,96,301000
324,49.0,5820,3,1955,2005,0.0,256,1162,1163,0,1163,1,0,6,0,1955.0,1,220,142,98,126175
325,96.0,11275,7,1967,2007,300.0,0,710,1898,1080,2978,2,1,11,1,1961.0,2,564,240,0,242000
326,50.0,5000,5,1941,1950,0.0,116,720,803,0,803,1,0,5,0,1941.0,2,360,0,0,87000
327,32.0,10846,8,1993,1993,0.0,1619,1719,1719,0,1719,1,1,6,2,1993.0,2,473,122,30,324000
328,80.0,11600,6,1960,1960,175.0,565,1383,1383,0,1383,1,1,7,0,1960.0,1,292,0,45,145250
329,70.04995836802665,11888,6,1916,1994,0.0,0,844,1445,689,2134,2,0,10,0,1930.0,2,441,0,60,214500
330,60.0,6402,5,1920,1950,0.0,0,596,596,596,1192,1,0,6,0,1920.0,1,189,0,0,78000
331,70.04995836802665,10624,5,1964,1964,84.0,40,1728,1728,0,1728,2,0,10,0,2002.0,1,352,155,0,119000
332,70.0,8176,5,1958,1992,0.0,846,1056,1056,0,1056,1,0,6,0,1958.0,1,308,0,0,139000
333,85.0,10655,8,2003,2004,296.0,1124,3206,1629,0,1629,2,0,7,1,2003.0,3,880,0,0,284000
334,59.0,8198,7,2004,2004,146.0,720,1358,1358,0,1358,2,0,6,1,2004.0,2,484,192,30,207000
335,59.0,9042,6,1998,1998,0.0,828,943,943,695,1638,2,1,7,2,1998.0,2,472,100,38,192000
336,70.04995836802665,164660,5,1965,1965,0.0,1249,1499,1619,167,1786,2,0,7,2,1965.0,2,529,670,0,228950
337,86.0,14157,9,2005,2006,200.0,1249,1922,1922,0,1922,2,0,8,1,2005.0,3,676,178,51,377426
338,70.0,9135,7,2002,2003,113.0,810,1536,1536,0,1536,2,0,7,0,2002.0,2,532,192,74,214000
339,91.0,14145,7,1984,1998,0.0,213,1208,1621,0,1621,2,0,8,0,1984.0,2,440,108,45,202500
340,66.0,12400,6,1958,1998,176.0,585,1215,1215,0,1215,1,0,6,0,1958.0,1,297,0,0,155000
341,85.0,14191,8,2002,2002,0.0,0,967,993,915,1908,2,1,9,0,2002.0,2,431,135,0,202900
342,60.0,8400,4,1950,1950,0.0,0,721,841,0,841,1,0,4,0,1950.0,1,294,250,0,82000
343,70.04995836802665,8544,3,1949,1950,340.0,0,0,1040,0,1040,2,0,6,0,1949.0,2,400,0,0,87500
344,63.0,8849,9,2005,2005,616.0,28,1684,1684,0,1684,2,0,6,1,2005.0,2,564,495,72,266000
345,36.0,2592,5,1976,1976,0.0,129,536,536,576,1112,1,1,4,0,1976.0,1,336,182,0,85000
346,65.0,6435,6,1939,1950,0.0,0,972,972,605,1577,1,0,6,1,1939.0,1,312,0,0,140200
347,70.04995836802665,12772,6,1960,1998,0.0,498,958,958,0,958,1,0,5,0,1960.0,1,301,0,0,151500
348,70.04995836802665,17600,6,1960,1960,30.0,1270,1478,1478,0,1478,2,0,6,2,1960.0,2,498,0,40,157500
349,36.0,2448,7,2003,2004,106.0,573,764,764,862,1626,2,1,6,0,2003.0,2,474,0,27,154000
350,56.0,20431,9,2005,2006,870.0,1410,1848,1848,880,2728,2,1,10,2,2006.0,3,706,0,0,437154
351,68.0,7820,9,2007,2007,362.0,0,1869,1869,0,1869,2,0,6,1,2007.0,2,617,210,54,318061
352,70.04995836802665,5271,7,1986,1986,0.0,1082,1453,1453,0,1453,1,1,6,1,1986.0,2,445,0,80,190000
353,60.0,9084,5,1941,1950,0.0,236,616,616,495,1111,1,0,5,0,1941.0,1,200,48,0,95000
354,60.0,8520,6,1928,2003,0.0,0,624,720,0,720,1,0,5,0,2005.0,2,484,106,0,105900
355,60.0,8400,6,1940,2000,0.0,388,940,1192,403,1595,1,0,6,2,1940.0,1,240,0,0,140000
356,105.0,11249,6,1995,1995,0.0,334,1200,1200,0,1200,2,0,6,0,1995.0,2,521,0,26,177500
357,70.04995836802665,9248,6,1992,1992,106.0,560,1158,1167,0,1167,2,0,6,0,1992.0,2,400,120,26,173000
358,44.0,4224,5,1976,1976,0.0,874,1142,1142,0,1142,1,1,6,1,1976.0,2,528,536,90,134000
359,92.0,6930,5,1958,1958,120.0,300,1062,1352,0,1352,1,0,6,0,1958.0,1,288,168,0,130000
360,78.0,12011,8,1998,1998,530.0,956,1086,1086,838,1924,2,1,7,1,1998.0,2,592,208,75,280000
361,70.04995836802665,7540,6,1978,1978,0.0,773,888,912,0,912,1,0,5,1,1978.0,2,470,0,0,156000
362,70.04995836802665,9144,5,1940,1982,0.0,399,883,988,517,1505,1,0,8,0,1940.0,1,240,0,0,145000
363,64.0,7301,7,2003,2003,500.0,0,0,495,1427,1922,3,0,7,1,2003.0,2,672,0,0,198500
364,21.0,1680,6,1972,2007,510.0,162,483,483,504,987,1,1,5,0,1972.0,1,264,250,0,118000
365,70.04995836802665,18800,6,1976,1976,120.0,712,796,790,784,1574,2,1,6,1,1976.0,2,566,306,111,190000
366,59.0,10690,5,1920,1997,0.0,456,672,672,672,1344,1,0,6,0,1964.0,1,468,0,128,147000
367,70.04995836802665,9500,6,1963,1963,247.0,609,1394,1394,0,1394,1,1,6,2,1963.0,2,514,0,76,159000
368,101.0,9150,6,1962,1962,305.0,371,1099,1431,0,1431,1,0,6,1,1962.0,1,296,64,110,165000
369,78.0,7800,5,1954,1954,200.0,540,1268,1268,0,1268,1,0,7,1,1954.0,1,244,0,98,132000
370,70.04995836802665,9830,5,1959,2006,0.0,72,1063,1287,0,1287,1,0,7,1,1997.0,2,576,364,17,162000
371,70.04995836802665,8121,6,2000,2000,0.0,0,953,953,711,1664,2,1,7,1,2000.0,2,460,100,40,172400
372,80.0,17120,4,1959,1959,0.0,0,0,1120,468,1588,2,0,7,1,1991.0,2,680,0,59,134432
373,50.0,7175,6,1984,1984,0.0,623,744,752,0,752,1,0,4,0,1984.0,1,264,353,0,125000
374,79.0,10634,5,1953,1953,0.0,428,608,1319,0,1319,1,0,5,0,1953.0,1,270,66,0,123000
375,65.0,8200,7,2003,2004,0.0,0,847,847,1081,1928,2,1,8,1,2003.0,2,434,100,48,219500
376,70.04995836802665,10020,1,1922,1950,0.0,350,683,904,0,904,0,1,4,0,1978.5061638868744,0,0,0,0,61000
377,57.0,8846,5,1996,1996,0.0,298,870,914,0,914,1,0,5,0,1998.0,2,576,0,0,148000
378,102.0,11143,8,2004,2005,0.0,0,1580,1580,886,2466,3,0,8,1,2004.0,2,610,159,214,340000
379,88.0,11394,9,2010,2010,350.0,1445,1856,1856,0,1856,1,1,8,1,2010.0,3,834,113,0,394432
380,60.0,8123,6,2000,2000,16.0,0,982,1007,793,1800,2,1,7,1,2000.0,2,463,100,63,179000
381,50.0,5000,5,1924,1950,0.0,218,1026,1026,665,1691,2,0,6,1,1924.0,1,308,0,0,127000
382,60.0,7200,7,2006,2006,0.0,0,1293,1301,0,1301,2,0,5,1,2006.0,2,572,216,121,187750
383,79.0,9245,7,2006,2006,0.0,0,939,939,858,1797,2,1,8,0,2006.0,2,639,144,53,213500
384,60.0,9000,6,1928,1950,0.0,0,784,784,0,784,1,0,5,0,1950.0,2,360,0,0,76000
385,70.04995836802665,53107,6,1992,1992,0.0,985,1580,1079,874,1953,2,1,9,2,1992.0,2,501,216,231,240000
386,43.0,3182,8,2004,2005,16.0,24,1256,1269,0,1269,2,0,6,1,2004.0,2,430,146,20,192000
387,58.0,8410,5,1910,1996,0.0,0,658,658,526,1184,1,0,8,0,1978.5061638868744,0,0,0,151,81000
388,72.0,7200,6,1976,1976,255.0,631,1041,1125,0,1125,1,0,6,1,1977.0,1,352,296,0,125000
389,93.0,9382,7,1999,2000,125.0,0,1468,1479,0,1479,2,0,6,0,1999.0,2,577,120,25,191000
390,96.0,12474,10,2007,2008,272.0,1280,1682,1742,590,2332,2,1,9,1,2008.0,3,846,196,134,426000
391,50.0,8405,5,1900,1950,0.0,241,861,961,406,1367,1,0,7,0,1978.0,1,384,0,130,119000
392,71.0,12209,6,2001,2002,0.0,690,804,804,1157,1961,2,1,7,1,2001.0,2,560,125,192,215000
393,70.04995836802665,8339,5,1959,1959,0.0,0,0,882,0,882,1,0,5,0,1959.0,1,294,0,0,106500
394,70.04995836802665,7446,4,1941,1950,0.0,266,788,788,0,788,1,0,4,2,1978.5061638868744,0,0,0,0,100000
395,60.0,10134,5,1940,1950,0.0,0,735,735,299,1034,1,0,5,0,1940.0,1,240,0,39,109000
396,68.0,9571,5,1956,1956,0.0,739,1144,1144,0,1144,1,0,6,0,1956.0,1,596,44,0,129000
397,60.0,7200,5,1972,1972,0.0,777,894,894,0,894,1,0,6,0,1985.0,2,600,215,0,123000
398,69.0,7590,5,1962,1962,288.0,540,864,876,936,1812,2,0,8,1,1962.0,1,264,0,168,169500
399,60.0,8967,5,1920,1950,0.0,0,961,1077,0,1077,1,0,6,0,1920.0,1,338,0,0,67000
400,65.0,8125,7,2006,2007,100.0,812,1092,1112,438,1550,2,0,7,0,2007.0,2,438,0,168,241000
401,38.0,14963,8,1996,1996,0.0,786,1260,1288,0,1288,1,1,4,2,1996.0,2,500,120,30,245500
402,65.0,8767,7,2005,2005,0.0,24,1310,1310,0,1310,2,0,6,1,2005.0,2,400,0,0,164990
403,60.0,10200,5,1940,1997,0.0,0,672,672,0,672,1,0,4,0,1940.0,1,240,168,0,108000
404,93.0,12090,8,1998,1998,650.0,0,1141,1165,1098,2263,2,1,10,1,1998.0,2,420,144,123,258000
405,70.04995836802665,10364,6,1995,1996,0.0,0,806,806,766,1572,2,1,7,1,1995.0,2,373,0,40,168000
406,70.04995836802665,9991,4,1976,1993,0.0,1116,1281,1620,0,1620,2,0,8,1,1993.0,2,490,120,78,150000
407,51.0,10480,6,1936,1950,0.0,0,1064,1166,0,1639,1,0,6,0,1936.0,1,240,0,0,115000
408,63.0,15576,6,1915,1976,0.0,0,840,840,840,1680,2,0,8,0,1960.0,1,308,0,0,177000
409,109.0,14154,7,2006,2006,350.0,0,1063,1071,1101,2172,2,1,9,1,2006.0,3,947,192,62,280000
410,85.0,10800,8,2007,2008,100.0,789,1034,1050,1028,2078,2,1,8,1,2008.0,3,836,0,102,339750
411,68.0,9571,5,1958,1958,0.0,0,1276,1276,0,1276,1,0,5,0,1958.0,1,350,0,0,60000
412,100.0,34650,5,1955,1955,0.0,1056,1056,1056,0,1056,1,0,5,0,1955.0,2,572,264,0,145000
413,70.04995836802665,4403,7,2009,2009,432.0,578,1470,1478,0,1478,2,1,7,1,2009.0,2,484,0,144,222000
414,56.0,8960,5,1927,1950,0.0,0,1008,1028,0,1028,1,0,5,1,1927.0,2,360,0,0,115000
415,59.0,11228,7,1993,1993,0.0,50,1080,1080,1017,2097,2,1,9,1,1993.0,3,678,196,187,228000
416,73.0,8899,7,2007,2007,0.0,24,1340,1340,0,1340,2,0,6,0,2007.0,2,396,100,30,181134
417,74.0,7844,6,1978,1978,203.0,209,672,672,728,1400,1,1,6,1,1978.0,2,440,0,0,149500
418,86.0,22420,6,1918,1950,0.0,1128,1370,1370,1254,2624,2,1,10,1,1918.0,3,864,0,0,239000
419,60.0,8160,5,1940,1950,0.0,312,756,756,378,1134,1,1,7,0,1940.0,1,240,0,0,126000
420,65.0,8450,5,1968,1968,0.0,775,1056,1056,0,1056,1,0,6,1,1968.0,1,304,0,85,142000
421,78.0,7060,7,1997,1998,200.0,1309,1344,1344,0,1344,2,0,8,0,1997.0,4,784,0,0,206300
422,70.04995836802665,16635,6,1977,2000,126.0,1246,1602,1602,0,1602,2,0,8,1,1977.0,2,529,240,0,215000
423,100.0,21750,5,1954,1954,0.0,0,988,988,0,988,1,0,4,0,1954.0,2,520,0,0,113000
424,80.0,9200,8,1998,1998,473.0,986,1470,1470,1160,2630,2,1,8,1,1998.0,3,696,0,66,315000
425,72.0,9000,6,1956,1956,74.0,616,1196,1196,0,1196,1,0,6,1,1956.0,1,297,0,44,139000
426,60.0,3378,7,1946,1992,0.0,0,651,707,682,1389,1,1,6,2,1947.0,1,240,0,0,135000
427,70.04995836802665,12800,7,1989,1989,145.0,1518,1518,1644,0,1644,2,0,5,1,1989.0,2,569,80,0,275000
428,77.0,8593,4,1957,1957,0.0,288,907,907,0,907,1,0,5,0,1964.0,1,352,0,0,109008
429,64.0,6762,7,2007,2007,108.0,664,1208,1208,0,1208,2,0,6,0,2007.0,2,628,105,54,195400
430,130.0,11457,6,1988,1988,0.0,1005,1392,1412,0,1412,2,0,6,1,1988.0,2,576,0,0,175000
431,21.0,1680,6,1971,1971,232.0,387,483,483,504,987,1,1,4,0,1971.0,1,264,0,0,85400
432,60.0,5586,6,1920,1998,0.0,0,901,1088,110,1198,1,0,7,0,1978.5061638868744,0,0,0,98,79900
433,24.0,1920,5,1971,1971,376.0,471,765,765,600,1365,1,1,6,0,1971.0,2,440,240,36,122500
434,100.0,10839,6,1997,1998,0.0,0,926,926,678,1604,2,1,7,1,1997.0,2,470,0,36,181000
435,21.0,1890,4,1972,1972,0.0,495,630,630,0,630,1,0,3,0,1978.5061638868744,0,0,88,0,81000
436,43.0,10667,7,1996,1996,0.0,385,799,827,834,1661,2,1,6,1,1996.0,2,550,158,61,212000
437,40.0,4400,6,1920,1950,0.0,0,648,734,384,1118,1,0,6,0,1990.0,2,440,0,0,116000
438,50.0,6000,6,1926,2004,0.0,0,884,904,0,904,1,0,4,0,1926.0,1,180,0,0,119000
439,40.0,4280,5,1913,2002,0.0,365,440,694,0,694,1,0,4,1,1990.0,1,352,0,0,90350
440,67.0,12354,6,1920,2000,0.0,0,684,684,512,1196,1,0,7,0,2005.0,2,528,0,46,110000
441,105.0,15431,10,2008,2008,200.0,1767,3094,2402,0,2402,2,0,10,2,2008.0,3,672,0,72,555000
442,92.0,12108,4,1955,1955,270.0,133,1440,1440,0,1440,2,0,8,0,1978.5061638868744,0,0,0,0,118000
443,52.0,6240,5,1930,1992,0.0,0,1078,1128,445,1573,2,0,8,1,1930.0,2,360,0,0,162900
444,53.0,3922,7,2006,2007,72.0,0,1258,1258,0,1258,2,0,6,1,2007.0,3,648,144,16,172500
445,70.0,8750,7,1994,1995,0.0,642,915,933,975,1908,2,1,8,1,1994.0,2,493,144,133,210000
446,73.0,9855,6,1956,1956,0.0,0,1436,1689,0,1689,1,0,7,1,1956.0,2,480,0,0,127500
447,137.0,16492,6,1966,2002,0.0,247,1517,1888,0,1888,2,1,6,1,1966.0,2,578,0,0,190000
448,70.04995836802665,11214,7,1998,1999,0.0,0,930,956,930,1886,2,1,10,1,1998.0,2,431,89,0,199900
449,50.0,8600,6,1937,1950,0.0,0,780,780,596,1376,2,0,7,1,1937.0,1,198,0,0,119500
450,50.0,6000,3,1948,2002,0.0,331,649,679,504,1183,1,1,6,0,1981.0,1,308,0,176,120000
451,70.0,5684,6,1930,2005,0.0,0,813,813,0,813,1,0,5,0,1932.0,1,270,0,113,110000
452,62.0,70761,7,1975,1975,0.0,655,1533,1533,0,1533,2,0,5,2,1975.0,2,576,200,54,280000
453,70.04995836802665,9303,6,1996,1997,42.0,742,872,888,868,1756,2,1,7,0,1996.0,2,422,144,122,204000
454,75.0,9000,8,2008,2008,0.0,0,768,786,804,1590,2,1,6,0,2008.0,2,676,0,30,210000
455,63.0,9297,5,1976,1976,0.0,1606,1728,1728,0,1728,2,0,8,0,1976.0,2,560,0,0,188000
456,80.0,9600,7,1973,1973,320.0,916,1242,1242,0,1242,1,1,6,1,1973.0,2,528,0,0,175500
457,34.0,4571,5,1916,1950,0.0,0,624,624,720,1344,1,0,7,0,1916.0,3,513,0,0,98000
458,70.04995836802665,53227,4,1954,1994,0.0,1116,1364,1663,0,1663,1,0,6,2,1954.0,2,529,224,137,256000
459,70.04995836802665,5100,8,1925,1996,0.0,0,588,833,833,1666,1,0,7,1,1925.0,1,228,192,63,161000
460,70.04995836802665,7015,5,1950,1950,161.0,185,709,979,224,1203,1,0,5,1,1950.0,1,352,0,0,110000
461,75.0,8004,8,2009,2009,110.0,544,832,832,1103,1935,2,1,8,0,2009.0,2,552,0,150,263435
462,60.0,7200,7,1936,2007,0.0,350,560,575,560,1135,1,0,6,0,1971.0,2,576,256,0,155000
463,60.0,8281,5,1965,1965,0.0,553,864,864,0,864,1,0,5,1,1965.0,1,360,0,0,62383
464,74.0,11988,6,1934,1995,0.0,326,715,849,811,1660,1,1,6,1,1939.0,1,240,0,0,188700
465,60.0,8430,5,1978,1978,136.0,616,1040,1040,0,1040,2,0,5,0,1978.5061638868744,0,0,0,0,124000
466,70.04995836802665,3072,7,2004,2004,18.0,0,1375,1414,0,1414,2,0,6,1,2004.0,2,398,144,20,178740
467,85.0,10628,7,1970,1970,0.0,778,1277,1277,0,1277,1,0,5,1,1970.0,2,526,0,0,167000
468,79.0,9480,5,1942,1995,224.0,386,728,888,756,1644,1,1,7,2,1942.0,1,312,168,0,146500
469,98.0,11428,8,2006,2006,248.0,0,1626,1634,0,1634,2,0,7,1,2006.0,3,866,0,44,250000
470,76.0,9291,6,1993,1993,120.0,426,832,832,878,1710,2,1,7,0,1993.0,2,506,144,70,187000
471,70.04995836802665,6820,8,1985,1985,0.0,368,1488,1502,0,1502,1,1,4,0,1985.0,2,528,0,54,212000
472,92.0,11952,7,1977,1977,0.0,0,808,1161,808,1969,2,1,8,1,1977.0,2,534,0,0,190000
